@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 7\nSize of the tree: 9\n','Number of leaves: 11\nSize of the tree: 14\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

balance-scale,4,3,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,13,50,0,20.634921,79.365079,0,0.009745,0.316399,0.405031,98.870579,101.253216,146.29757,150.381742,-4.084172,2.322184,2.387012,-0.064828,10.263896,0.162919,442.044484,0.75,9,0.431373,22,0.568627,29,0.25,3,0.290323,0.75,0.418605,0.250267,0.519608,0.201807,0.206349,0.197722,0.802278,0.793651,0.088315,0.206349,0.123176,-0.0087,0.452537,0.1869,0.125826,0.206349,0,0,0,0,0,0,4187,40635,6204,100,98.730159,?,?,?,?
balance-scale,4,4,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,13,50,0,20.634921,79.365079,0,0.009745,0.31276,0.399392,97.733487,99.843594,146.29757,144.658001,1.639569,2.322184,2.296159,0.026025,12.376368,0.19645,533.024263,0.75,9,0.392157,20,0.607843,31,0.25,3,0.310345,0.75,0.439024,0.281923,0.611111,0.245425,0.206349,0.197722,0.802278,0.793651,0.108244,0.206349,0.138847,-0.012601,0.489032,0.204127,0.141329,0.206349,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,4,5,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,11,52,0,17.460317,82.539683,0,-0.029865,0.314389,0.40159,98.242376,100.393068,146.29757,145.586979,0.710592,2.322184,2.310904,0.011279,11.546268,0.183274,497.273563,0.666667,8,0.294118,15,0.705882,36,0.333333,4,0.347826,0.666667,0.457143,0.303854,0.678922,0.26629,0.174603,0.205584,0.794416,0.825397,0.11047,0.174603,0.13293,-0.041743,0.46173,0.198908,0.135873,0.174603,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,4,6,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,15,47,0,24.193548,75.806452,0,0.050196,0.314833,0.401888,98.381261,100.467591,143.975628,144.594102,-0.618474,2.322188,2.332163,-0.009975,11.018042,0.17771,474.523994,0.692308,9,0.367347,18,0.632653,31,0.307692,4,0.333333,0.692308,0.45,0.266799,0.600471,0.261204,0.241935,0.191323,0.808677,0.758065,0.114557,0.241935,0.155475,0.01455,0.46738,0.200304,0.153158,0.241935,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,4,7,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,15,47,0,24.193548,75.806452,0,0.052358,0.30746,0.392378,96.07703,98.090139,143.975628,135.843295,8.132333,2.322188,2.191021,0.131167,15.078124,0.243196,649.383224,0.769231,10,0.306122,15,0.693878,34,0.230769,3,0.4,0.769231,0.526316,0.38431,0.708006,0.340823,0.241935,0.188058,0.811942,0.758065,0.118433,0.241935,0.158744,0.03485,0.558302,0.241007,0.155263,0.241935,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,4,8,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,17,45,0,27.419355,72.580645,0,0.09002,0.311943,0.399018,97.478123,99.749988,143.975628,142.591113,1.384514,2.322188,2.299857,0.022331,13.730536,0.22146,591.34542,0.846154,11,0.387755,19,0.612245,30,0.153846,2,0.366667,0.846154,0.511628,0.373403,0.708006,0.311329,0.274194,0.183581,0.816419,0.725806,0.119892,0.274194,0.16683,0.050129,0.463061,0.2084,0.163864,0.274194,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,4,9,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,16,46,0,25.806452,74.193548,0,0.068583,0.310797,0.397851,97.119926,99.458344,143.975628,141.50873,2.466897,2.322188,2.282399,0.039789,14.471258,0.233407,623.246776,0.846154,11,0.530612,26,0.469388,23,0.153846,2,0.297297,0.846154,0.44,0.261852,0.543171,0.24886,0.258065,0.189085,0.810915,0.741935,0.110724,0.258065,0.152742,0.03526,0.484941,0.216086,0.1505,0.258065,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,4,10,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,14,48,0,22.580645,77.419355,0,0.028404,0.315268,0.402794,98.517123,100.693884,143.975628,145.47356,-1.497932,2.322188,2.346348,-0.02416,11.56819,0.186584,498.217701,0.692308,9,0.367347,18,0.632653,31,0.307692,4,0.333333,0.692308,0.45,0.266799,0.623234,0.257831,0.225806,0.197235,0.802765,0.774194,0.111968,0.225806,0.149654,0.000239,0.426165,0.186761,0.147143,0.225806,0,0.001,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,5,1,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,16,47,0,25.396825,74.603175,0,0.065046,0.311269,0.3968,97.267501,99.195711,146.29757,142.04613,4.251441,2.322184,2.2547,0.067483,13.278853,0.210775,571.892397,0.692308,9,0.34,17,0.66,33,0.307692,4,0.346154,0.692308,0.461538,0.289595,0.609231,0.251322,0.253968,0.187694,0.812306,0.746032,0.150649,0.253968,0.186837,0.040135,0.509166,0.225097,0.182426,0.253968,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,5,2,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,19,44,0,30.15873,69.84127,0,0.12,0.312098,0.398454,97.526543,99.609044,146.29757,145.541844,0.755727,2.322184,2.310188,0.011996,13.345297,0.21183,574.753984,0.769231,10,0.44,22,0.56,28,0.230769,3,0.3125,0.769231,0.444444,0.266502,0.535385,0.229654,0.301587,0.181587,0.818413,0.698413,0.124392,0.301587,0.176126,0.097136,0.490554,0.225314,0.170707,0.301587,0,0,0,0,0,0,4187,40635,6204,95.238095,98.095238,?,?,?,?
balance-scale,5,3,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,18,45,0,28.571429,71.428571,0,0.100286,0.31608,0.404936,98.770885,101.229413,146.29757,150.599642,-4.302071,2.322184,2.390471,-0.068287,12.347991,0.196,531.802129,0.769231,10,0.34,17,0.66,33,0.230769,3,0.37037,0.769231,0.5,0.351006,0.690769,0.290132,0.285714,0.185322,0.814678,0.714286,0.129677,0.285714,0.178211,0.059254,0.419932,0.190105,0.172727,0.285714,0,0,0,0,0,0,4187,40635,6204,100,99.68254,?,?,?,?
balance-scale,5,4,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,14,49,0,22.222222,77.777778,0,0.021243,0.31267,0.399281,97.705229,99.815816,146.29757,144.00823,2.289341,2.322184,2.285845,0.036339,13.313587,0.211327,573.388321,0.692308,9,0.44,22,0.56,28,0.307692,4,0.290323,0.692308,0.409091,0.204236,0.640769,0.255918,0.222222,0.200654,0.799346,0.777778,0.109039,0.222222,0.145107,-0.007668,0.475378,0.207375,0.140642,0.222222,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,5,5,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,10,53,0,15.873016,84.126984,0,-0.057315,0.321106,0.411814,100.341408,102.949048,146.29757,157.693605,-11.396035,2.322184,2.503073,-0.180889,8.993915,0.142761,387.349083,0.461538,6,0.5,25,0.5,25,0.538462,7,0.193548,0.461538,0.272727,-0.031133,0.483077,0.199893,0.15873,0.215593,0.784407,0.84127,0.108722,0.15873,0.117937,-0.061024,0.394279,0.175253,0.114308,0.15873,0,0,0,0,0,0,4187,40635,6204,98.412698,97.460317,?,?,?,?
balance-scale,5,6,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,18,44,0,29.032258,70.967742,0,0.119148,0.308483,0.393861,96.396857,98.460755,143.975628,136.666017,7.309611,2.322188,2.204291,0.117897,14.686967,0.236887,632.536892,0.916667,11,0.34,17,0.66,33,0.083333,1,0.392857,0.916667,0.55,0.457807,0.731667,0.324603,0.290323,0.171547,0.828453,0.709677,0.212856,0.290323,0.19075,0.097794,0.527949,0.226552,0.197108,0.290323,0,0.001,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,5,7,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,18,44,0,29.032258,70.967742,0,0.118578,0.312744,0.39932,97.728471,99.825583,143.975628,142.9304,1.045228,2.322188,2.305329,0.016859,13.329019,0.214984,574.052916,0.833333,10,0.48,24,0.52,26,0.166667,2,0.294118,0.833333,0.434783,0.280506,0.635833,0.32672,0.290323,0.172363,0.827637,0.709677,0.124247,0.290323,0.172631,0.068262,0.491735,0.233861,0.178385,0.290323,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,5,8,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,14,48,0,22.580645,77.419355,0,0.035645,0.312334,0.39834,97.600253,99.580492,143.975628,141.268095,2.707533,2.322188,2.278518,0.04367,12.457896,0.200934,536.535497,0.666667,8,0.4,20,0.6,30,0.333333,4,0.285714,0.666667,0.4,0.211702,0.595833,0.229197,0.225806,0.191113,0.808887,0.774194,0.131287,0.225806,0.161633,-0.002888,0.49654,0.22354,0.165632,0.225806,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,5,9,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,13,49,0,20.967742,79.032258,0,0.015554,0.313673,0.401077,98.018679,100.264807,143.975628,143.357479,0.618149,2.322188,2.312217,0.00997,12.00895,0.193693,517.200318,0.75,9,0.44,22,0.56,28,0.25,3,0.290323,0.75,0.418605,0.244949,0.54,0.206871,0.209677,0.194984,0.805016,0.790323,0.109878,0.209677,0.139563,-0.006574,0.48733,0.207875,0.14298,0.209677,0.001,0,0,0,0,0,4187,40704,6135,100,99.354839,?,?,?,?
balance-scale,5,10,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,13,49,0,20.967742,79.032258,0,0.018734,0.31379,0.401266,98.055162,100.312022,143.975628,143.775783,0.199844,2.322188,2.318964,0.003223,11.85864,0.191268,510.726764,0.666667,8,0.3,15,0.7,35,0.333333,4,0.347826,0.666667,0.457143,0.299882,0.669167,0.26193,0.209677,0.19131,0.80869,0.790323,0.101883,0.209677,0.136866,-0.010806,0.489569,0.209537,0.141429,0.209677,0,0,0,0,0,0,4187,40704,6135,100,99.032258,?,?,?,?
balance-scale,6,1,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,13,50,0,20.634921,79.365079,0,0.00411,0.313031,0.399988,97.817974,99.992637,146.29757,145.353651,0.943919,2.322184,2.307201,0.014983,12.799666,0.203169,551.254792,0.769231,10,0.4,20,0.6,30,0.230769,3,0.333333,0.769231,0.465116,0.299183,0.686923,0.290129,0.206349,0.201643,0.798357,0.793651,0.114314,0.206349,0.140818,-0.024739,0.473112,0.217108,0.138023,0.206349,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,6,2,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,13,50,0,20.634921,79.365079,0,0.00348,0.314811,0.402071,98.374295,100.513397,146.29757,147.574586,-1.277016,2.322184,2.342454,-0.02027,12.118154,0.192352,521.903525,0.538462,7,0.44,22,0.56,28,0.461538,6,0.241379,0.538462,0.333333,0.079944,0.569231,0.232591,0.206349,0.202035,0.797965,0.793651,0.103639,0.206349,0.137566,-0.019147,0.461737,0.200068,0.133333,0.206349,0,0,0,0,0,0,4187,40635,6204,100,99.68254,?,?,?,?
balance-scale,6,3,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,12,51,0,19.047619,80.952381,0,-0.014205,0.317736,0.406378,99.288267,101.58989,146.29757,152.222457,-5.924886,2.322184,2.416229,-0.094046,9.927004,0.157571,427.535252,0.384615,5,0.4,20,0.6,30,0.615385,8,0.2,0.384615,0.263158,-0.012726,0.470769,0.200223,0.190476,0.20381,0.79619,0.809524,0.12548,0.190476,0.148999,-0.03362,0.461973,0.196849,0.145813,0.190476,0,0,0,0,0,0,4187,40635,6204,93.650794,95.238095,?,?,?,?
balance-scale,6,4,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,19,44,0,30.15873,69.84127,0,0.121673,0.308524,0.392827,96.409591,98.202395,146.29757,137.775827,8.521743,2.322184,2.186918,0.135266,14.511137,0.230336,624.964257,0.846154,11,0.38,19,0.62,31,0.153846,2,0.366667,0.846154,0.511628,0.377719,0.691538,0.287306,0.301587,0.179234,0.820766,0.698413,0.144444,0.301587,0.194806,0.064421,0.5584,0.234883,0.188812,0.301587,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,6,5,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,15,48,0,23.809524,76.190476,0,0.042432,0.315105,0.40309,98.46611,100.767916,146.29757,148.503066,-2.205496,2.322184,2.357192,-0.035008,11.345591,0.180089,488.630834,0.846154,11,0.36,18,0.64,32,0.153846,2,0.37931,0.846154,0.52381,0.394723,0.650769,0.275301,0.238095,0.194958,0.805042,0.761905,0.110016,0.238095,0.150416,0.023771,0.44911,0.194162,0.145788,0.238095,0,0,0,0,0,0,4187,40635,6204,98.412698,99.047619,?,?,?,?
balance-scale,6,6,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,14,48,0,22.580645,77.419355,0,0.037827,0.313929,0.402197,98.098539,100.544805,143.975628,144.997827,-1.022199,2.322188,2.338675,-0.016487,12.258815,0.197723,527.96147,0.75,9,0.36,18,0.64,32,0.25,3,0.333333,0.75,0.461538,0.310759,0.613333,0.246357,0.225806,0.188255,0.811745,0.774194,0.12212,0.225806,0.149007,0.025332,0.45424,0.193074,0.152308,0.225806,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,6,7,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,17,45,0,27.419355,72.580645,0,0.098255,0.308246,0.393057,96.322759,98.259889,143.975628,136.332442,7.643186,2.322188,2.19891,0.123277,14.85816,0.239648,639.909812,0.833333,10,0.4,20,0.6,30,0.166667,2,0.333333,0.833333,0.47619,0.34258,0.6875,0.319702,0.274194,0.176643,0.823357,0.725806,0.116625,0.274194,0.163473,0.062463,0.534888,0.232567,0.168922,0.274194,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,6,8,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,14,48,0,22.580645,77.419355,0,0.035019,0.31805,0.407932,99.386345,101.978422,143.975628,151.960347,-7.98472,2.322188,2.450973,-0.128786,10.470387,0.168877,450.93762,0.583333,7,0.44,22,0.56,28,0.416667,5,0.241379,0.583333,0.341463,0.113492,0.471667,0.218501,0.225806,0.191929,0.808071,0.774194,0.130007,0.225806,0.16171,0.011786,0.443236,0.197152,0.165866,0.225806,0,0,0,0,0,0,4187,40704,6135,95.16129,96.774194,?,?,?,?
balance-scale,6,9,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,17,45,0,27.419355,72.580645,0,0.098255,0.312896,0.399635,97.775889,99.904142,143.975628,142.365888,1.60974,2.322188,2.296224,0.025964,12.693134,0.204728,546.666681,0.75,9,0.38,19,0.62,31,0.25,3,0.321429,0.75,0.45,0.293737,0.596667,0.231005,0.274194,0.176643,0.823357,0.725806,0.117512,0.274194,0.164516,0.04912,0.473285,0.211442,0.17,0.274194,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,6,10,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,16,46,0,25.806452,74.193548,0,0.075227,0.310458,0.395828,97.014095,98.952508,143.975628,138.487471,5.488157,2.322188,2.233669,0.088519,13.395926,0.216063,576.934453,0.916667,11,0.34,17,0.66,33,0.083333,1,0.392857,0.916667,0.55,0.457807,0.689167,0.290041,0.258065,0.183371,0.816629,0.741935,0.200958,0.258065,0.191616,0.053163,0.504065,0.213889,0.193355,0.258065,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,7,1,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,15,48,0,23.809524,76.190476,0,0.05174,0.312587,0.399046,97.679411,99.757166,146.29757,143.026389,3.271182,2.322184,2.27026,0.051924,11.938146,0.189494,514.150932,0.833333,10,0.352941,18,0.647059,33,0.166667,2,0.357143,0.833333,0.5,0.379628,0.648693,0.248398,0.238095,0.186723,0.813277,0.761905,0.117158,0.238095,0.155929,0.008846,0.491497,0.207169,0.158824,0.238095,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,7,2,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,15,48,0,23.809524,76.190476,0,0.053225,0.314125,0.400728,98.160043,100.177573,146.29757,145.912458,0.385112,2.322184,2.316071,0.006113,12.000963,0.190491,516.856353,0.833333,10,0.470588,24,0.529412,27,0.166667,2,0.294118,0.833333,0.434783,0.285785,0.668301,0.313514,0.238095,0.184762,0.815238,0.761905,0.129719,0.238095,0.159241,0.012822,0.466751,0.218448,0.161031,0.238095,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,7,3,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,14,49,0,22.222222,77.777778,0,0.032592,0.315081,0.40272,98.458568,100.675516,146.29757,147.912664,-1.615093,2.322184,2.34782,-0.025636,11.110624,0.176359,478.511296,0.833333,10,0.529412,27,0.470588,24,0.166667,2,0.27027,0.833333,0.408163,0.24241,0.571078,0.215913,0.222222,0.190065,0.809935,0.777778,0.097335,0.222222,0.130997,-0.010869,0.442848,0.192672,0.133246,0.222222,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,7,4,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,18,45,0,28.571429,71.428571,0,0.107649,0.311858,0.398795,97.45159,99.694213,146.29757,144.5905,1.70707,2.322184,2.295087,0.027096,14.081207,0.223511,606.448082,0.833333,10,0.313725,16,0.686275,35,0.166667,2,0.384615,0.833333,0.526316,0.414442,0.638889,0.272229,0.285714,0.179048,0.820952,0.714286,0.123284,0.285714,0.172024,0.062972,0.494248,0.215795,0.174828,0.285714,0,0.001,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,7,5,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,14,49,0,22.222222,77.777778,0,0.030465,0.321252,0.411997,100.38692,102.994707,146.29757,159.537454,-13.239884,2.322184,2.532341,-0.210157,9.274203,0.14721,399.420508,0.583333,7,0.431373,22,0.568627,29,0.416667,5,0.241379,0.583333,0.341463,0.119721,0.465686,0.183254,0.222222,0.191634,0.808366,0.777778,0.101533,0.222222,0.139115,-0.000974,0.387249,0.180476,0.140088,0.222222,0,0,0,0,0,0,4187,40635,6204,96.825397,96.190476,?,?,?,?
balance-scale,7,6,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,20,42,0,32.258065,67.741935,0,0.152895,0.310375,0.396507,96.988012,99.12223,143.975628,140.48723,3.488398,2.322188,2.265923,0.056264,13.929319,0.224666,599.906586,0.615385,8,0.326531,16,0.673469,33,0.384615,5,0.333333,0.615385,0.432432,0.241407,0.617739,0.284845,0.322581,0.169928,0.830072,0.677419,0.198925,0.322581,0.211101,0.119392,0.51685,0.22373,0.210931,0.322581,0,0,0,0,0,0,4187,40704,6135,100,99.354839,?,?,?,?
balance-scale,7,7,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,16,46,0,25.806452,74.193548,0,0.070404,0.313447,0.400445,97.947954,100.106875,143.975628,143.730123,0.245505,2.322188,2.318228,0.00396,11.685913,0.188482,503.287789,0.769231,10,0.428571,21,0.571429,28,0.230769,3,0.322581,0.769231,0.454545,0.27735,0.562009,0.233558,0.258065,0.187044,0.812956,0.741935,0.112303,0.258065,0.156428,0.034922,0.489809,0.20727,0.154067,0.258065,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,7,8,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,19,43,0,30.645161,69.354839,0,0.131313,0.31024,0.395981,96.945764,98.990881,143.975628,139.358938,4.61669,2.322188,2.247725,0.074463,14.331633,0.231155,617.233423,0.769231,10,0.367347,18,0.632653,31,0.230769,3,0.357143,0.769231,0.487805,0.328739,0.696232,0.316433,0.306452,0.174615,0.825385,0.693548,0.200077,0.306452,0.205911,0.102885,0.501982,0.231415,0.202561,0.306452,0,0.001,0,0,0,0,4187,40704,6135,100,99.354839,?,?,?,?
balance-scale,7,9,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,18,44,0,29.032258,70.967742,0,0.109951,0.310103,0.396215,96.902965,99.049255,143.975628,139.360958,4.61467,2.322188,2.247757,0.07443,14.735385,0.237668,634.622165,0.846154,11,0.387755,19,0.612245,30,0.153846,2,0.366667,0.846154,0.511628,0.373403,0.678179,0.286311,0.290323,0.17971,0.82029,0.709677,0.223656,0.290323,0.210144,0.098016,0.501297,0.213904,0.20677,0.290323,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,7,10,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,19,43,0,30.645161,69.354839,0,0.130747,0.309803,0.395563,96.80939,98.886241,143.975628,138.846215,5.129413,2.322188,2.239455,0.082732,14.694316,0.237005,632.853384,0.846154,11,0.346939,17,0.653061,32,0.153846,2,0.392857,0.846154,0.536585,0.408356,0.718995,0.314939,0.306452,0.175023,0.824977,0.693548,0.172696,0.306452,0.203549,0.097103,0.508078,0.231295,0.199539,0.306452,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,8,1,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,15,48,0,23.809524,76.190476,0,0.048458,0.314799,0.402386,98.370568,100.592061,146.29757,147.912614,-1.615044,2.322184,2.347819,-0.025636,12.133908,0.192602,522.582009,0.75,9,0.294118,15,0.705882,36,0.25,3,0.375,0.75,0.5,0.36863,0.729575,0.359218,0.238095,0.190644,0.809356,0.761905,0.141398,0.238095,0.16609,0.023612,0.445901,0.211272,0.168672,0.238095,0,0.001,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,8,2,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,13,50,0,20.634921,79.365079,0,0.010989,0.319599,0.409996,99.870525,102.494486,146.29757,156.508252,-10.210681,2.322184,2.484258,-0.162074,9.705618,0.154057,418.000646,0.666667,8,0.431373,22,0.568627,29,0.333333,4,0.266667,0.666667,0.380952,0.184999,0.477941,0.189112,0.206349,0.195761,0.804239,0.793651,0.090476,0.206349,0.125472,-0.016944,0.400735,0.175626,0.127473,0.206349,0,0.001,0,0,0,0,4187,40635,6204,96.825397,97.460317,?,?,?,?
balance-scale,8,3,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,12,51,0,19.047619,80.952381,0,-0.007526,0.316532,0.405524,98.91225,101.37656,146.29757,150.290712,-3.993142,2.322184,2.385567,-0.063383,11.55308,0.183382,497.566944,0.75,9,0.372549,19,0.627451,32,0.25,3,0.321429,0.75,0.45,0.298279,0.578431,0.223452,0.190476,0.198711,0.801289,0.809524,0.090703,0.190476,0.122129,-0.0321,0.443657,0.192469,0.125294,0.190476,0,0,0,0,0,0,4187,40635,6204,100,99.68254,?,?,?,?
balance-scale,8,4,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,14,49,0,22.222222,77.777778,0,0.032895,0.313519,0.400521,97.97067,100.125771,146.29757,144.210228,2.087343,2.322184,2.289051,0.033132,11.581193,0.183828,498.777713,0.666667,8,0.411765,21,0.588235,30,0.333333,4,0.275862,0.666667,0.390244,0.200822,0.542484,0.206931,0.222222,0.189281,0.810719,0.777778,0.1215,0.222222,0.154054,0.002475,0.502891,0.210401,0.156549,0.222222,0,0,0,0,0,0,4187,40635,6204,98.412698,99.365079,?,?,?,?
balance-scale,8,5,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,562,63,15,48,0,23.809524,76.190476,0,0.051443,0.308877,0.394666,96.519959,98.662138,146.29757,139.6422,6.65537,2.322184,2.216543,0.105641,14.587284,0.231544,628.243747,0.833333,10,0.45098,23,0.54902,28,0.166667,2,0.30303,0.833333,0.444444,0.300623,0.639706,0.315153,0.238095,0.187115,0.812885,0.761905,0.100709,0.238095,0.140426,0.017565,0.533959,0.228139,0.142943,0.238095,0,0,0,0,0,0,4187,40635,6204,100,100,?,?,?,?
balance-scale,8,6,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,20,42,0,32.258065,67.741935,0,0.150408,0.307829,0.392018,96.192417,98.00015,143.975628,135.352535,8.623093,2.322188,2.183105,0.139082,15.029603,0.242413,647.293532,0.846154,11,0.326531,16,0.673469,33,0.153846,2,0.407407,0.846154,0.55,0.426621,0.678179,0.290936,0.322581,0.171968,0.828032,0.677419,0.208408,0.322581,0.238909,0.117364,0.54287,0.227715,0.236118,0.322581,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,8,7,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,16,46,0,25.806452,74.193548,0,0.070404,0.311246,0.396919,97.26018,99.225409,143.975628,139.936009,4.039619,2.322188,2.257032,0.065155,13.109658,0.211446,564.605487,0.769231,10,0.387755,19,0.612245,30,0.230769,3,0.344828,0.769231,0.47619,0.311229,0.672684,0.28785,0.258065,0.187044,0.812956,0.741935,0.139891,0.258065,0.176931,0.039881,0.50476,0.216477,0.174892,0.258065,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
balance-scale,8,8,weka.classifiers.bayes.NaiveBayes,-output-debug-info,5995231201785697655,20170918.1333,563,62,18,44,0,29.032258,70.967742,0,0.109661,0.309806,0.395976,96.810336,98.989439,143.975628,138.601725,5.373903,2.322188,2.235512,0.086676,14.599094,0.235469,628.752376,0.846154,11,0.428571,21,0.571429,28,0.153846,2,0.34375,0.846154,0.488889,0.340155,0.629513,0.259416,0.290323,0.180527,0.819473,0.709677,0.12627,0.290323,0.175743,0.065634,0.513084,0.214093,0.173453,0.290323,0,0,0,0,0,0,4187,40704,6135,100,100,?,?,?,?
